hs6_code,hs4_code,hs6_title,category,product_description
030711,0307,"Molluscs; oysters, whether in shell or not, live, fresh or chilled",Oysters,"Live oyster whole, in shell"
030712,0307,"Molluscs; oysters, whether in shell or not, frozen",Oysters,Frozen shucked oyster portions
030712,0307,"Molluscs; oysters, whether in shell or not, frozen",Oysters,"Frozen oyster meat, shucked"
030712,0307,"Molluscs; oysters, whether in shell or not, frozen",Oysters,Frozen whole oysters in shell
030719,0307,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",Oysters,"Smoked oysters, whole"
030719,0307,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",Oysters,Dried oyster meat
030719,0307,"Molluscs; oysters, whether in shell or not, dried, salted or in brine, smoked, cooked or not before or during the smoking process",Oysters,Salted oysters in brine
030721,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Scallops,Live scallop whole (Pectinidae)
030721,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Scallops,Fresh shucked scallop adductor muscle
030721,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Scallops,"Fresh chilled scallop, whole"
030722,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen",Scallops,"Frozen scallop adductor muscle, shucked"
030722,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen",Scallops,Frozen scallop portions
030722,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, frozen",Scallops,"Frozen whole scallops, raw"
030729,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Scallops,Salted scallop in brine
030729,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Scallops,Dried scallop (conpoy)
030729,0307,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Scallops,Smoked scallop meat
030731,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Mussels,Fresh shucked mussel meat
030731,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Mussels,Live mussel (Mytilus spp.) in shell
030731,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Mussels,"Fresh chilled mussel, whole"
030732,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",Mussels,Frozen whole mussels in shell
030732,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",Mussels,Frozen mussel portions
030732,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, frozen",Mussels,"Frozen mussel meat, shucked"
030739,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Mussels,Salted mussels in brine
030739,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Mussels,Smoked mussel chunks
030739,0307,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Mussels,Dried mussel meat
030742,0307,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Squid,"Live cuttlefish, whole"
030742,0307,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Squid,Fresh chilled cuttlefish whole
030742,0307,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Squid,Live squid whole
030743,0307,"Molluscs; cuttle fish and squid, whether in shell or not, frozen",Squid,Frozen squid rings
030743,0307,"Molluscs; cuttle fish and squid, whether in shell or not, frozen",Squid,Frozen cleaned squid tubes
030743,0307,"Molluscs; cuttle fish and squid, whether in shell or not, frozen",Squid,"Frozen whole squid, raw"
030749,0307,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Squid,Smoked squid whole
030749,0307,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Squid,Salted cuttlefish pieces
030749,0307,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Squid,Dried squid strips
030751,0307,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Octopus,Live octopus whole (Octopus spp.)
030751,0307,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Octopus,"Live small octopus, whole"
030751,0307,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Octopus,"Fresh chilled octopus, whole"
030752,0307,"Molluscs; octopus (Octopus spp.), frozen",Molluscs,"Frozen whole octopus (Octopus spp.), unprocessed"
030752,0307,"Molluscs; octopus (Octopus spp.), frozen",Molluscs,"Frozen octopus tentacles, raw, skin-on"
030752,0307,"Molluscs; octopus (Octopus spp.), frozen",Molluscs,"Frozen precooked octopus, chilled then frozen"
030759,0307,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Dried salted whole octopus, shelf-stable"
030759,0307,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Smoked octopus, cooked during smoking"
030759,0307,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Octopus preserved in brine, salted"
030760,0307,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Fresh land snails, cleaned, whole"
030760,0307,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Dried salted snails, preserved"
030760,0307,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Frozen edible snails, whole, raw"
030771,0307,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",Bivalves,"Fresh live clams, in shell"
030771,0307,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",Bivalves,"Fresh live ark shells, whole"
030771,0307,"Molluscs; clams, cockles and ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, live, fresh or chilled",Bivalves,"Fresh chilled cockles, shucked"
030772,0307,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",Bivalves,"Frozen clams, shucked"
030772,0307,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",Bivalves,"Frozen whole cockles, in shell"
030772,0307,"Molluscs; clams, cockles, ark shells (Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae and Veneridae), whether in shell or not, frozen",Bivalves,"Frozen ark shell meat, raw"
030779,0307,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",Bivalves,"Smoked ark shells, dried"
030779,0307,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",Bivalves,"Dried salted clams, preserved"
030779,0307,"Molluscs; clams, cockle, ark shells (families Arcidae, Arcticidae, Cardiidae, Donacidae, Hiatellidae, Mactridae, Mesodesmatidae, Myidae, Semelidae, Solecurtidae, Solenidae, Tridacnidae, Veneridae), whether in shell or not, dried, salted, in brine, smoked",Bivalves,"Clams in brine, salted and dried"
030781,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",Abalone,"Fresh chilled abalone meat, shucked"
030781,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",Abalone,"Fresh live abalone (Haliotis spp.), whole"
030781,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, live, fresh or chilled",Abalone,"Fresh abalone, whole, unprocessed"
030782,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",Conchs,"Fresh live stromboid conch, whole"
030782,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",Conchs,"Fresh stromboid conch, gutted"
030782,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, live, fresh or chilled",Conchs,"Fresh chilled conch meat, shucked"
030783,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",Abalone,"Frozen abalone slices, uncooked"
030783,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",Abalone,"Frozen abalone meat, shucked"
030783,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, frozen",Abalone,"Frozen abalone, whole, raw"
030784,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen",Conchs,"Frozen conch slices, unprocessed"
030784,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen",Conchs,"Frozen conch meat, raw"
030784,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, frozen",Conchs,"Frozen stromboid conch, whole"
030787,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Abalone,"Dried salted abalone, preserved"
030787,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Abalone,"Smoked abalone, cooked during smoking"
030787,0307,"Molluscs; abalone (Haliotis spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Abalone,"Abalone in brine, salted and dried"
030788,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Conchs,"Smoked stromboid conch, cooked during smoking"
030788,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Conchs,"Conch in brine, salted and dried"
030788,0307,"Molluscs; stromboid conchs (Strombus spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Conchs,"Dried salted stromboid conch, preserved"
030791,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Molluscs,"Fresh live whelks, whole"
030791,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Molluscs,"Fresh chilled razor clams, shucked"
030791,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Molluscs,"Fresh limpets, whole"
030792,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen",Molluscs,"Frozen razor clams, shucked"
030792,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen",Molluscs,"Frozen whelks, whole"
030792,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, frozen",Molluscs,"Frozen limpets, whole"
030799,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Smoked limpets, dried"
030799,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Mollusc mix in brine, salted and dried"
030799,0307,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Molluscs,"Dried salted whelks, preserved"
030811,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled",Sea cucumbers,"Chilled sea cucumber, gutted"
030811,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled",Sea cucumbers,"Fresh sea cucumber, unprocessed"
030811,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), live, fresh or chilled",Sea cucumbers,"Fresh live sea cucumber (Stichopus japonicus), whole"
030812,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",Sea cucumbers,"Frozen sea cucumber, precooked then frozen"
030812,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",Sea cucumbers,"Frozen whole sea cucumber, raw"
030812,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), frozen",Sea cucumbers,"Frozen sliced sea cucumber, uncooked"
030819,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",Sea cucumbers,"Dried salted sea cucumber, preserved"
030819,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",Sea cucumbers,"Smoked sea cucumber, cooked during smoking"
030819,0308,"Aquatic invertebrates; sea cucumbers (Stichopus japonicus, Holothuroidea), dried, salted or in brine, smoked, whether or not cooked before or during the smoking process",Sea cucumbers,"Sea cucumber in brine, dried"
030821,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",Sea urchins,"Fresh live sea urchin, whole"
030821,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",Sea urchins,"Fresh sea urchin roe (uni), unprocessed"
030821,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), live, fresh or chilled",Sea urchins,"Fresh chilled sea urchin, opened"
030822,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",Sea urchins,"Frozen sea urchin roe, raw"
030822,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",Sea urchins,Frozen sea urchin halves
030822,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), frozen",Sea urchins,Frozen whole sea urchin
030829,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",Sea urchins,"Dried salted sea urchin roe, preserved"
030829,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",Sea urchins,"Smoked sea urchin, cooked during smoking"
030829,0308,"Aquatic invertebrates; sea urchins (Strongylocentrotus spp., Paracentrotus lividus, Loxechinus albus, Echinus esculentus), dried, salted or in brine, smoked, whether or not cooked before or during smoking process",Sea urchins,"Sea urchins in brine, dried"
030830,0308,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",Jellyfish,"Frozen jellyfish, gutted"
030830,0308,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",Jellyfish,"Fresh jellyfish, whole, unprocessed"
030830,0308,"Aquatic invertebrates; jellyfish (Rhopilema spp.), live, fresh, chilled, frozen, dried, salted or in brine, smoked, whether or not cooked before or during smoking",Jellyfish,Dried salted jellyfish in brine
030890,0308,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking",Invertebrates,"Fresh edible sea anemones, whole"
030890,0308,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking",Invertebrates,Frozen marine worms for human consumption
030890,0308,"Aquatic invertebrates; other than crustaceans, molluscs, sea urchins, sea cucumbers and jellyfish, live, fresh, chilled, frozen, dried, salted or in brine, smoked, cooked or not before or during smoking",Invertebrates,"Dried edible tunicates, preserved"
030910,0309,"Flours, meals and pellets of fish, fit for human consumption",Fish meal,"Fish meal pellets, food-grade"
030910,0309,"Flours, meals and pellets of fish, fit for human consumption",Fish meal,"Fish flour for human consumption, finely milled"
030910,0309,"Flours, meals and pellets of fish, fit for human consumption",Fish meal,"Powdered fish meal, food-grade"
030990,0309,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",Marine meal,"Crustacean meal, powdered, human-grade"
030990,0309,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",Marine meal,"Mollusc meal, food-grade powder"
030990,0309,"Flours, meals and pellets of crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",Marine meal,"Edible invertebrate meal, powdered"
040110,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%",Milk,"Fresh milk, skimmed to ≤1% fat"
040110,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%",Milk,"Pasteurized fresh milk, fat content ≤1%"
040110,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, not exceeding 1%",Milk,"Low-fat milk (≤1% fat), pasteurized"
040120,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",Milk,"Pasteurized milk, 4% fat"
040120,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",Milk,"Fresh milk, 3.5% fat"
040120,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 1% but not exceeding 6%",Milk,"Pasteurized milk, fat 2% (exceeds 1% ≤6%)"
040140,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%",Milk,"Pasteurized milk, fat 7% (exceeds 6% ≤10%)"
040140,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%",Milk,"High-fat milk, 9% fat"
040140,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 6% but not exceeding 10%",Milk,"Cream-milk blend, fat 8%"
040150,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%",Milk,"Full cream milk, fat >10%"
040150,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%",Milk,"High-fat milk concentrate, fat >10%"
040150,0401,"Dairy produce; milk and cream, not concentrated, not containing added sugar or other sweetening matter, of a fat content, by weight, exceeding 10%",Milk,"Cream-style milk, fat 12%+"
040210,0402,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",Powder milk,"Sweetened milk powder, fat ≤1.5%"
040210,0402,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",Powder milk,"Instant sweetened milk powder, low-fat"
040210,0402,"Dairy produce; milk and cream, concentrated or containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content not exceeding 1.5% (by weight)",Powder milk,"Powdered sweetened milk, fat ≤1.5%"
040221,0402,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",Powder milk,"Whole milk powder, unsweetened"
040221,0402,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",Powder milk,"Unsweetened milk powder, fat >1.5%"
040221,0402,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",Powder milk,Non-sweetened medium-fat milk powder
040229,0402,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",Powder milk,"Sweetened whole milk powder, fat >1.5%"
040229,0402,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",Powder milk,"Flavoured sweetened milk powder, fat >1.5%"
040229,0402,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, in powder, granules or other solid forms, of a fat content exceeding 1.5% (by weight)",Powder milk,Cocoa-flavoured sweetened milk powder
040291,0402,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",Condensed milk,Concentrated unsweetened milk (non-powder)
040291,0402,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",Condensed milk,"Concentrated liquid milk, unsweetened"
040291,0402,"Dairy produce; milk and cream, concentrated, not containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",Condensed milk,"Evaporated milk, unsweetened"
040299,0402,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",Condensed milk,Sweetened concentrated milk
040299,0402,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",Condensed milk,Condensed milk with added sugar
040299,0402,"Dairy produce; milk and cream, containing added sugar or other sweetening matter, other than in powder, granules or other solid forms",Condensed milk,Sweetened condensed milk (non-powder)
040320,0403,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",Yoghurt,"Plain yoghurt, fermented milk"
040320,0403,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",Yoghurt,Flavoured yoghurt with fruit pieces
040320,0403,"Dairy produce; yoghurt, whether or not concentrated or containing added sugar or other sweetening matter or flavoured or containing added fruit, nuts or cocoa",Yoghurt,Greek-style strained yoghurt
040390,0403,"Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)",Fermented milk,"Buttermilk, fermented"
040390,0403,"Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)",Fermented milk,"Kefir, fermented milk beverage"
040390,0403,"Dairy produce; buttermilk, curdled milk or cream, kephir, fermented or acidified milk or cream, whether or not concentrated or containing added sweetening, flavouring, fruit, nuts or cocoa (excluding yoghurt)",Fermented milk,"Curdled fermented milk, acidified"
040410,0404,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter",Whey,"Liquid whey, pasteurized"
040410,0404,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter",Whey,Concentrated liquid whey (not powder)
040410,0404,"Dairy produce; whey, whether or not concentrated or containing added sugar or other sweetening matter",Whey,"Whey with added sugar, liquid"
040490,0404,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04",Milk solids,Powdered lactose (milk constituent)
040490,0404,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04",Milk solids,Food-grade caseinates (milk constituent)
040490,0404,"Dairy produce; natural milk constituents (excluding whey), whether or not containing added sugar or other sweetening matter, n.e.c. in chapter 04",Milk solids,"Milk protein concentrate, food-grade"
040510,0405,"Dairy produce; derived from milk, butter",Butter,"Salted butter, dairy fat"
040510,0405,"Dairy produce; derived from milk, butter",Butter,"Cultured butter, derived from milk"
040510,0405,"Dairy produce; derived from milk, butter",Butter,"Unsalted butter, derived from milk"
040520,0405,Dairy produce; dairy spreads,Spreads,"Whipped dairy spread, milk-derived"
040520,0405,Dairy produce; dairy spreads,Spreads,"Dairy spread, milk-derived blend"
040520,0405,Dairy produce; dairy spreads,Spreads,"Low-fat dairy spread, milk-based"
040590,0405,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads),Milk fats,Ghee (clarified milk fat)
040590,0405,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads),Milk fats,Anhydrous milk fat (AMF)
040590,0405,Dairy produce; fats and oils derived from milk (other than butter or dairy spreads),Milk fats,Milk-derived butter oil
040610,0406,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd",Cheese,"Fresh curd, unaged"
040610,0406,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd",Cheese,"Ricotta (whey cheese), fresh"
040610,0406,"Dairy produce; fresh cheese (including whey cheese), not fermented, and curd",Cheese,"Fresh cottage cheese, curd"
040620,0406,"Dairy produce; cheese of all kinds, grated or powdered",Cheese,Finely grated parmesan-style cheese
040620,0406,"Dairy produce; cheese of all kinds, grated or powdered",Cheese,"Grated hard cheese, powdered"
040620,0406,"Dairy produce; cheese of all kinds, grated or powdered",Cheese,"Cheese powder, food ingredient"
040630,0406,"Dairy produce; cheese, processed (not grated or powdered)",Cheese,Processed cheese slices
040630,0406,"Dairy produce; cheese, processed (not grated or powdered)",Cheese,"Processed cheese spread, pasteurized"
040630,0406,"Dairy produce; cheese, processed (not grated or powdered)",Cheese,Processed cheese block
040640,0406,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)",Cheese,"Blue-veined cheese (Penicillium roqueforti), aged"
040640,0406,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)",Cheese,Roquefort-style blue cheese
040640,0406,"Dairy produce; cheese, blue-veined and other cheese containing veins produced by Penicillium roqueforti (not grated, powdered or processed)",Cheese,Gorgonzola-style blue cheese
040690,0406,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406",Cheese,"Semi-hard matured cheese, ungrated"
040690,0406,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406",Cheese,"Fresh goat cheese, whole"
040690,0406,"Dairy produce; cheese (not grated, powdered or processed), n.e.c. in heading no. 0406",Cheese,"Hard aged cheese, whole"
